clusterName,avg_precision,avg_recall,avg_f_score,avg_onTarget
Inh L1-2 SST BAGE2,0.26569482967382685,0.23433048433048434,0.19200900707172458,0.07098818255929294
Inh L1-2 VIP LBH,0.5165626965626965,0.10354609929078014,0.23245931162912115,0.16650326996550896
Inh L1-2 VIP PCDH20,0.571338606252794,0.14098360655737704,0.308721100920958,0.079785719408273
Inh L1-2 VIP TSPAN12,0.4406609959241538,0.11428571428571428,0.2336569551625835,0.11030387401175074
Inh L1-3 SST CALB1,0.337668629441858,0.1861409796893668,0.2770312487674807,0.12468379443508919
Inh L1-3 VIP ADAMTSL1,0.3662711202043548,0.12129629629629629,0.23449958003410246,0.06318137282895436
Inh L1-3 VIP CCDC184,0.3723037094050091,0.13958333333333334,0.24799813262007972,0.1329248707263911
Inh L1-3 VIP CHRM2,0.44508369121118213,0.24838095238095237,0.35410317403489927,0.07931159625534075
Inh L1-3 VIP GGH,0.32090394754994855,0.15980392156862744,0.2520493336662539,0.09763679886115613
Inh L1-3 VIP SYT6,0.5307880391213724,0.14482758620689656,0.3229897174384701,0.30513646865663513
Inh L1-4 LAMP5 LCP2,0.602109756208825,0.3177902621722846,0.4975462745531209,0.16047667868997242
Inh L1-4 VIP CHRNA6,0.5671512113617376,0.11200000000000002,0.2680251714879181,0.18380683002017204
Inh L1-4 VIP OPRM1,0.4450458585342306,0.16025641025641024,0.2828054102061189,0.10184414191992677
Inh L1-4 VIP PENK,0.6992929292929293,0.12941176470588237,0.33431487240308544,0.32523407803736065
Inh L2-3 VIP CASC6,0.5600279514884441,0.15259259259259259,0.34258806741257664,0.14666109620688653
Inh L2-4 PVALB WFDC2,0.36951652418937425,0.19276485788113698,0.3012461224488078,0.0825140007716329
Inh L2-4 SST FRZB,0.19560963250437108,0.07916666666666666,0.1362083792243512,0.04995287953276566
Inh L2-4 VIP CBLN1,0.29762136961064106,0.14498933901918978,0.20820772855113523,0.10099364351951853
Inh L2-4 VIP SPAG17,0.639691653375864,0.11313131313131314,0.2745480414981064,0.09869295690355556
Inh L2-5 PVALB SCUBE3,0.7825890340596223,0.18125,0.400741559280646,0.20821741360673884
Inh L2-5 VIP SERPINF1,0.42518722671043124,0.12848484848484848,0.23531381073259602,0.0970099868522206
Inh L2-5 VIP TYR,0.5908128263681341,0.16451612903225807,0.3576280906905422,0.1366667241991941
Inh L2-6 LAMP5 CA1,0.6427352105176919,0.37786458333333334,0.5443449377574227,0.21216004887533332
Inh L2-6 VIP QPCT,0.5750595727370786,0.16216216216216217,0.2855923137650054,0.16449909174119534
Inh L3-5 SST ADGRG6,0.29065967909778634,0.16414141414141412,0.23161844681167665,0.10676819623722215
Inh L3-6 SST HPGD,0.5197534132534133,0.13555555555555554,0.30115030710112484,0.1661966312886875
