,0
BMYO1,204
BMYO2,123
B_mem_switched,56
B_mem_unswitched,75
B_naive,39
CD4_Th,57
CD4_naive,65
CD8_Tc1,60
CD8_Tem,60
CD8_Trm,70
DC,375
DDC1,845
DDC2,865
FB1,135
FB2,336
FB3,563
FB4,434
ILC,87
LASP1,1536
LASP2,800
LASP3,1182
LASP4,621
LASP5,3107
LE1,167
LE2,149
LHS1,765
LHS2,403
LHS3,837
Macro,219
Macro-lipo,1848
NK,87
NKT,64
PV1,123
PV2,174
PV3,124
PV4,122
PV5,55
Plasma_cell,230
VEA,169
VEAT,336
VEC,100
VEV,210
