,0
Astro_1,187
Astro_2,190
Astro_3,207
EX_1,906
EX_10,231
EX_11,297
EX_12,388
EX_13,1041
EX_2,820
EX_3,225
EX_4,812
EX_5,1262
EX_6,951
EX_7,1333
EX_8,373
EX_9,240
Endothelial_1,204
Ependymal_1,296
INH_1,438
INH_2,1267
INH_3,1027
INH_4,586
INH_5,575
INH_6,645
INH_7,1035
Lymphocyte_1,166
MN_1,221
Macro_1,203
Meninges_1,276
Meninges_2,96
Micro_1,245
Micro_2,227
Micro_3,247
Micro_4,126
Micro_5,206
Micro_6,311
OligoProg_1,192
Oligo_1,570
Oligo_2,253
Oligo_3,206
Oligo_4,265
Opc_1,163
Pericyte_1,106
