clusterName,avg_precision,avg_recall,avg_f_score,avg_onTarget
AII,0.7923945449548874,0.3748490743225114,0.6377264319176941,0.16771814
AII*,0.5119775089537526,0.2141674550614948,0.35195657257125196,0.09899015
Astrocyte,0.9028428765259543,0.5928863697343708,0.7993295789730707,0.93534184
BB,0.6172341390382738,0.2558000682360969,0.466836150376981,0.249612
CAI,0.7438504117622211,0.2563888888888889,0.5341095316182812,0.39889345
CAII,0.9185767113826685,0.45727684346701164,0.754387387038008,0.24626273
DB1,0.7943510216511267,0.3730882747518111,0.6394946822953561,0.074810185
DB2,0.7404595316072299,0.3459887308827475,0.5973303643445055,0.21135387
DB3a,0.7240578100062343,0.30723437080762006,0.5636979804548232,0.17181604
DB3b,0.7325836594796507,0.3681244969144084,0.5897247519594068,0.30219573
DB4a,0.723773036510916,0.37692849476790985,0.5980620490532359,0.1299592
DB4b,0.5829412713517197,0.2998023281352954,0.46587793017604207,0.1657475
DB5,0.7575263016717236,0.40656023611483766,0.6331626968306857,0.21226457
DB6,0.790940430265832,0.3178159377515428,0.5973127895539012,0.3378123
FMB,0.7063235034779852,0.24994969144083715,0.5091928214231934,0.145782
GB,0.6108661582575541,0.2906325462838744,0.49442273467860387,0.17528638
H1,0.7075211402525269,0.4001878186208747,0.6108293157560203,0.4034434
H2,0.7339531322147436,0.30622819962436276,0.5614617021310269,0.4072841
HAC11,0.6303322928768272,0.3291521330829085,0.5252346290700122,0.08977862
HAC12,0.5348374134505239,0.27398041320096594,0.4335738173007801,0.08094521
HAC13,0.7649358516466502,0.288922055272337,0.5674280374750199,0.087478414
HAC14,0.6215859045777884,0.3090119398980413,0.5029550976958737,0.10832475
HAC15,0.5501030449001905,0.20639924872551652,0.4000642601920432,0.049503285
HAC17,0.7687367243063327,0.30990072444325195,0.5834379758802833,0.11936727
HAC18,0.7331517310091632,0.2899785350147572,0.5579826616914477,0.11508497
HAC19,0.8202636628873692,0.31888918701368396,0.6198235836293773,0.18432869
HAC2,0.7120266938291945,0.3146464985242823,0.5504441592614369,0.055513848
HAC20,0.5627023284707571,0.2147840085859941,0.4218761028676835,0.04609105
HAC21,0.7599727370934865,0.38231151059833646,0.6285510208541986,0.3161615
HAC23,0.6346711824320317,0.2579181224365791,0.48862446267857973,0.092205524
HAC24,0.6570256734678218,0.2565685655673031,0.4994777026384333,0.13921118
HAC26,0.6624551958191842,0.25461713611064263,0.49731697635908645,0.07326198
HAC27,0.648072854349152,0.2456471887209105,0.47949557849186286,0.09016967
HAC28,0.6156464276295872,0.25253468516542155,0.4716573248980288,0.121116355
HAC29,0.6808483125396405,0.2661322445727943,0.5029692773239085,0.063069224
HAC3,0.7049648059386718,0.25016769519720955,0.5118573837366718,0.13895999
HAC30,0.710659595767409,0.2467078606158833,0.5131735010162006,0.06546674
HAC32,0.7338149031212062,0.2838805166846071,0.548967879378774,0.07548099
HAC33,0.92716904411598,0.37169412529807067,0.7096132500197649,0.2059117
HAC34,0.7128445273637969,0.2595333964945523,0.510986088605807,0.18896638
HAC35,0.7726862283515211,0.33603434917355374,0.6034932585974464,0.18438813
HAC37,0.5537308248816943,0.22973766640563822,0.4276643884396101,0.089342944
HAC38,0.4689210071474943,0.2114905610907184,0.3751794891319057,0.054347016
HAC39,0.3903385440779415,0.22380573248407643,0.3373838666500425,0.068753384
HAC4,0.5077199237444926,0.34377515427958144,0.45124137720222596,0.084221184
HAC40,0.5467392887296472,0.2071486268174475,0.40086365209137464,0.073710084
HAC41,0.7573323196410287,0.24492908970976254,0.5225962035137905,0.16030683
HAC42,0.5029075512183158,0.21859925788497217,0.37926473252074944,0.0850935
HAC44,0.6897714633362368,0.2514072204968944,0.5039874018261647,0.09470278
HAC45,0.6799387312996087,0.27627595155709345,0.5161780181300016,0.10278787
HAC46,0.7279224601209224,0.3005654632448891,0.5561577148388481,0.07260157
HAC48,0.6505941039575172,0.21693002257336344,0.44005541477801147,0.12644464
HAC49,0.4732633050832814,0.20654849827671096,0.374476932088183,0.06740037
HAC5,0.5576789024032444,0.22093842232358465,0.42022524430314095,0.07624499
HAC50,0.6725546516683707,0.22613709160794362,0.47143590480317943,0.09071293
HAC51,0.43377175516809896,0.18349965588437714,0.33393562737429705,0.10602865
HAC52,0.41226796753200257,0.17194835680751175,0.317774421218458,0.042440183
HAC53,0.6149355278529532,0.1761914378029079,0.3987890037093281,0.07319556
HAC54,0.7203436489430763,0.2653894472361809,0.5264158567635301,0.11901887
HAC55,0.4302733149199529,0.12478392394122731,0.2775429149692561,0.115787216
HAC56,0.1800406655232368,0.09697705207413945,0.14456111640775673,0.063177414
HAC57,0.3448585418002502,0.15694816800714922,0.2588043675942752,0.0854884
