clusterName,markerGene,score
AII,ENSG00000113504,0.7812118250671879
AII,ENSG00000165899,0.7812118250671879
AII*,ENSG00000113504,0.6173101400084854
AII*,ENSG00000188107,0.6173101400084854
AII*,ENSG00000042781,0.6173101400084854
AII*,ENSG00000162946,0.6173101400084854
Astrocyte,ENSG00000196092,0.8693894055802669
Astrocyte,ENSG00000075891,0.8693894055802669
BB,ENSG00000215474,0.6406949911768698
BB,ENSG00000147257,0.6406949911768698
BB,ENSG00000113262,0.6406949911768698
CAI,ENSG00000070193,0.7565217391304347
CAI,ENSG00000180176,0.7565217391304347
CAI,ENSG00000106018,0.7565217391304347
CAII,ENSG00000104313,0.8628097905317271
CAII,ENSG00000075223,0.8628097905317271
DB1,ENSG00000169836,0.734789627686409
DB1,ENSG00000053747,0.734789627686409
DB2,ENSG00000163377,0.8459047306714766
DB2,ENSG00000147862,0.8459047306714766
DB3a,ENSG00000170381,0.8783131635607692
DB3a,ENSG00000171189,0.8783131635607692
DB3b,ENSG00000110693,0.7702947845804988
DB3b,ENSG00000105507,0.7702947845804988
DB3b,ENSG00000162946,0.7702947845804988
DB4a,ENSG00000110693,0.8172823715296065
DB4a,ENSG00000113262,0.8172823715296065
DB4b,ENSG00000186314,0.6536758624045151
DB4b,ENSG00000166342,0.6536758624045151
DB4b,ENSG00000162599,0.6536758624045151
DB5,ENSG00000082293,0.8533509488349748
DB5,ENSG00000186314,0.8533509488349748
DB6,ENSG00000197826,0.6435765168263325
FMB,ENSG00000169836,0.7892969099865652
FMB,ENSG00000163377,0.7892969099865652
GB,ENSG00000182601,0.795668549905838
GB,ENSG00000197442,0.795668549905838
H1,ENSG00000157890,0.8678033488798838
H1,ENSG00000205922,0.8678033488798838
H2,ENSG00000136842,0.7251091163633369
H2,ENSG00000153976,0.7251091163633369
HAC2,ENSG00000182463,0.6699732926363984
HAC2,ENSG00000151952,0.6699732926363984
HAC3,ENSG00000134853,0.7096629213483147
HAC3,ENSG00000146648,0.7096629213483147
HAC4,ENSG00000204767,0.6872226408775015
HAC4,ENSG00000187720,0.6872226408775015
HAC4,ENSG00000154678,0.6872226408775015
HAC5,ENSG00000138759,0.7295719844357976
HAC5,ENSG00000185483,0.7295719844357976
HAC5,ENSG00000114757,0.7295719844357976
HAC6,ENSG00000178573,0.7024247570525521
HAC6,ENSG00000126733,0.7024247570525521
HAC6,ENSG00000114757,0.7024247570525521
HAC8,ENSG00000164694,0.6650905776461206
HAC8,ENSG00000112319,0.6650905776461206
HAC8,ENSG00000113805,0.6650905776461206
HAC9,ENSG00000140287,0.8298481179837112
HAC9,ENSG00000187147,0.8298481179837112
HAC11,ENSG00000149554,0.7256319464935576
HAC11,ENSG00000170962,0.7256319464935576
HAC12,ENSG00000008441,0.6262904335856848
HAC12,ENSG00000119866,0.6262904335856848
HAC13,ENSG00000189108,0.7672907388893938
HAC13,ENSG00000140945,0.7672907388893938
HAC14,ENSG00000128918,0.7762034673941741
HAC14,ENSG00000165973,0.7762034673941741
