clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
AII,ENSG00000159251,0.025448678656325475,0.68921316,0.9941237710538458
AII,ENSG00000113504,0.06492290672011115,1.3401964,0.9848550958711593
AII,ENSG00000138604,0.055618359803559995,1.4891285,0.9822432491622988
AII,ENSG00000172403,0.020697643942744818,0.9012766,0.9793443606525171
AII,ENSG00000165899,0.02450403994433376,0.8731798,0.964144480032999
AII,ENSG00000128536,0.0453142506511664,1.5225089,0.9634177313476312
AII,ENSG00000101463,0.03889775937572653,1.7335775,0.9344010963791707
AII,ENSG00000134215,0.022694596667215204,1.493654,0.9180122555279341
AII,ENSG00000038295,0.021615916127354234,1.689441,0.913204420785435
AII,ENSG00000162599,0.03653433503929201,2.729106,0.8943002355880425
AII*,ENSG00000113504,0.011461240514538092,1.0217478,0.9801348780022293
AII*,ENSG00000132915,0.029035325953567327,0.38846695,0.8934426229508197
AII*,ENSG00000130561,0.016565547427748784,0.60662735,0.8852459016393442
AII*,ENSG00000188107,0.021174876149310275,0.9438106,0.8694143270859953
AII*,ENSG00000042781,0.011243444213894328,0.40622035,0.8688524590163934
AII*,ENSG00000162946,0.018314525513293812,0.47660977,0.8550773912765941
AII*,ENSG00000198691,0.018844463820657787,0.2860519,0.8490959464526567
AII*,ENSG00000261873,0.022798245351201934,0.21766253,0.8446301539413265
AII*,ENSG00000165588,0.024544076600767857,0.23728725,0.7806288917533687
AII*,ENSG00000154240,0.019563250703416152,0.5112481,0.7356565438333105
Astrocyte,ENSG00000196092,0.086560021812401,1.1121354,1.0
Astrocyte,ENSG00000075891,0.07358696466172233,0.91863775,1.0
Astrocyte,ENSG00000041982,0.0732816217561564,1.2707376,1.0
Astrocyte,ENSG00000058866,0.05694257812631394,1.6668668,1.0
Astrocyte,ENSG00000018625,0.050250734131272526,1.1202536,1.0
Astrocyte,ENSG00000136732,0.03666472570477685,0.7191715,1.0
Astrocyte,ENSG00000131095,0.03442357606304592,1.2911544,1.0
Astrocyte,ENSG00000013297,0.03254630258467317,0.5907366,1.0
Astrocyte,ENSG00000125618,0.03396917307304511,0.7926625,1.0
Astrocyte,ENSG00000092758,0.02002541721253119,0.65727586,1.0
BB,ENSG00000215474,0.05628180507700304,0.84841937,1.0
BB,ENSG00000147257,0.0460570221863166,0.62191576,1.0
BB,ENSG00000151012,0.04858067961173838,1.1582146,0.9976999085457599
