clusterName,avg_precision,avg_recall,avg_f_score,avg_onTarget
Exc L3-5 RORB LNX2,0.40123570266122344,0.3146908515079537,0.37656837016243155,0.04252579055851584
Exc L3-5 RORB RPRM,0.4138207201829461,0.13571621987544003,0.28986592243149556,0.07209306106001782
Exc L3-5 RORB TNNT2,0.07371124516255129,0.1578816199376947,0.07943121662861602,0.04311451036042016
Exc L5 FEZF2 CSN1S1,0.2103833522379576,0.16266666666666665,0.17723911827244748,0.17349497333743552
Exc L5 FEZF2 NREP-AS1,0.34185144138459017,0.17554585152838428,0.2743616242975558,0.10710267896863979
Exc L5 FEZF2 PKD2L1,0.3150503446298712,0.15595238095238095,0.2483738028851451,0.07353042894852899
Exc L5 FEZF2 RNF144A-AS1,0.18739078706702897,0.13518518518518519,0.16084511480938596,0.05735818198290743
Exc L5 RORB MED8,0.13855097103691028,0.10183387270765912,0.12035804612913761,0.045797082002236984
Exc L5 THEMIS FGF10,0.09889428191968122,0.11519274376417234,0.08826551182708785,0.06525068078428584
Exc L5 THEMIS LINC01116,0.28742508259417576,0.1562913907284768,0.23357016788394713,0.1288289998697973
Exc L5 THEMIS RGPD6,0.08053304385807489,0.15684647302904564,0.0850338705796406,0.06109958016057552
Exc L5 THEMIS SLC22A18,0.4740965424502003,0.24912280701754386,0.3932352812211131,0.08788802334767333
Exc L5 THEMIS VILL,0.14696456462358387,0.1259259259259259,0.12581843650610944,0.06028555773238767
Exc L5-6 FEZF2 C9orf135-AS1,0.38518632359442173,0.307199590058929,0.35012121863259543,0.04280449765352926
Exc L5-6 FEZF2 CFTR,0.21346106268950513,0.1148148148148148,0.16736382460039195,0.0729313331155068
Exc L5-6 FEZF2 FILIP1L,0.13902495417816985,0.13836477987421383,0.12972529115091352,0.05510091292549891
Exc L5-6 FEZF2 IFNG-AS1,0.5482907669764442,0.2754316069057105,0.4469208299348278,0.11046028931756251
Exc L5-6 FEZF2 LPO,0.320688432850084,0.11623931623931624,0.22132631581117626,0.145997165728171
Exc L5-6 FEZF2 OR1L8,0.4325773761855855,0.1946768060836502,0.3408399493434134,0.12446095109005985
Exc L5-6 FEZF2 SH2D1B,0.10028310271981138,0.1010482180293501,0.09311125773392685,0.07768344747320953
Exc L5-6 THEMIS SMYD1,0.34699024230286574,0.16269113149847095,0.26866703965788935,0.1700816097543756
Exc L5-6 THEMIS TNFAIP6,0.09729277917680106,0.15159010600706715,0.10288466689567627,0.031855961540682036
Exc L6 FEZF2 FFAR4,0.32812855883789654,0.09245283018867925,0.19930507999569677,0.1128957916412669
Exc L6 FEZF2 KLK7,0.6722664766863018,0.36757357023875625,0.5706486416564378,0.19707534789876538
Exc L6 FEZF2 PDYN,0.6931086691086691,0.16363636363636364,0.3732419265029466,0.3607064328486654
Exc L6 FEZF2 POGK,0.20373797823843337,0.12755905511811025,0.1681794514494613,0.1302051045853801
Exc L6 FEZF2 PROKR2,0.35839588963276037,0.1398148148148148,0.2545572978415978,0.1284792303813776
Exc L6 THEMIS LINC00343,0.12661210782875926,0.1448987108655617,0.1270160833312345,0.04506861538035431
Exc L6 THEMIS SLN,0.15886311255375837,0.13547400611620794,0.1460169929514122,0.067451397277604
Exc L6 THEMIS SNTG2,0.09459446584024173,0.12090163934426229,0.09535605621451594,0.05618752781286552
Inh L1 LAMP5 BMP2,0.3808355370798998,0.2761363636363636,0.31963262374987145,0.05552954738737519
Inh L1 LAMP5 NMBR,0.3025143217545942,0.22383419689119172,0.25308729609556196,0.04757792967920651
Inh L1 LAMP5 PVRL2,0.22282756666258954,0.12340425531914893,0.15862733310652713,0.044979860962155435
Inh L1 LAMP5 RAB11FIP1,0.2518574177197727,0.22195121951219512,0.2221988276735436,0.06187295019935872
Inh L1 PAX6 CHRFAM7A,0.161860071760567,0.26882882882882886,0.13686049026698122,0.03460096651106907
Inh L1 PAX6 MIR101-1,0.3994969303839671,0.17649880095923262,0.3087769233193059,0.07298309455929747
Inh L1 PVALB SST ASIC4,0.33762241961625516,0.1956989247311828,0.2632522242006888,0.08083185783540568
Inh L1 SST DEFB108B,0.23938397528992011,0.21492632927610505,0.1816257348337281,0.03172093741960296
Inh L1 SST P4HA3,0.1989628056252117,0.11228070175438595,0.15053340406823637,0.04021330953286581
Inh L1 VIP KLHDC8B,0.2754713158560834,0.14947368421052631,0.19650234027924715,0.03524662485162192
Inh L1-2 PVALB CDK20,0.11207335761870689,0.10894308943089431,0.10520856151940056,0.056713483397761597
Inh L1-2 SST CCNJL,0.1644237871791817,0.18645833333333334,0.14596284856447025,0.04449917261742596
Inh L1-2 SST CLIC6,0.1508867714685095,0.13711340206185565,0.12164295341458867,0.03976577251809464
Inh L1-2 SST PRRT4,0.31254930346339793,0.1780141843971631,0.250399479875942,0.04825176183998518
Inh L1-2 VIP EXPH5,0.3660648469779359,0.19921414538310414,0.29978976591401313,0.051423664996479865
Inh L1-2 VIP HTR3A,0.47700208121260756,0.11904761904761904,0.25368739725845063,0.060751154554991166
Inh L1-2 VIP PTGER3,0.19841200209319237,0.0873015873015873,0.15084689409534566,0.06229168802443204
Inh L1-2 VIP SCML4,0.2046790179921821,0.12916666666666668,0.16943424665182596,0.0542031622297504
Inh L1-2 VIP WNT4,0.5045502645502645,0.1346153846153846,0.2815075148237003,0.12854156999179536
Inh L1-3 SST FAM20A,0.2571869144379655,0.27135352953874936,0.2235212688932967,0.03340825084368656
Inh L1-3 VIP CBLN1,0.3558148034572209,0.2389367816091954,0.29691733482582067,0.04190641342530494
Inh L1-3 VIP CHRNA2,0.35913562713179464,0.16150537634408604,0.2654419390188631,0.04247612481217673
Inh L1-3 VIP FNDC1,0.2126607687482651,0.11291291291291292,0.16753567173755177,0.04037256789695255
Inh L1-3 VIP HSPB6,0.17661054563105874,0.16178451178451178,0.15909320360826354,0.04172802822451215
Inh L1-5 VIP CD27-AS1,0.2656138064341761,0.07860696517412936,0.14681564974031538,0.038905743948971505
Inh L1-5 VIP LINC01013,0.18761055988876887,0.12913385826771653,0.15263982552202263,0.03439057174901556
Inh L1-5 VIP PHLDB3,0.14752593918894435,0.11884057971014493,0.11125824662563343,0.03777336709497622
Inh L1-5 VIP SMOC1,0.3695526479744614,0.17941483803552769,0.277726139746745,0.051020227732520365
Inh L1-6 LAMP5 AARD,0.5784468489184091,0.4482997617500542,0.53369387785155,0.0732790849093558
Inh L1-6 LAMP5 CA1,0.4064579028909174,0.19412186379928315,0.3220856100357486,0.10123042493588771
Inh L1-6 LAMP5 NES,0.21866898237244933,0.1757586089328333,0.19852657409310823,0.038419907190379264
Inh L1-6 PVALB COL15A1,0.5787262903066203,0.19490740740740742,0.3959815620245097,0.06719645088193164
Inh L1-6 SST NPY,0.6143955211455212,0.1781094527363184,0.3937438067439602,0.09682684898675135
Inh L1-6 VIP SLC7A6OS,0.4108172074150353,0.16830601092896175,0.30549869691606585,0.09533246991929396
Inh L2 PAX6 FREM2,0.4894367235969366,0.2345679012345679,0.3805813829874007,0.14448068668725014
Inh L2 PVALB FRZB,0.1258346388858602,0.09781931464174454,0.10690725070300244,0.0481392226236854
Inh L2 VIP SLC6A16,0.34092807331887776,0.19050925925925927,0.27317621115203333,0.0434489590748428
Inh L2-3 SST NMU,0.15747996194549724,0.14335719968178204,0.13905607149268479,0.03565137617742997
Inh L2-5 PVALB HHIPL1,0.12232963286055423,0.12236842105263158,0.118315679947522,0.060210467268580835
Inh L2-5 PVALB RPH3AL,0.3726150712623481,0.3537862485910442,0.36569587802681497,0.05860941680982069
Inh L2-5 VIP BSPRY,0.3127373121151111,0.11372549019607843,0.18130411330019985,0.03448509904234512
Inh L2-5 VIP SOX11,0.3480424505655753,0.10977011494252874,0.21275908162243773,0.06632082877343921
Inh L3 PVALB SAMD13,0.3371689853025774,0.18853695324283562,0.279945035516174,0.06428372936230507
Inh L3-5 PVALB ISG20,0.3573581161881002,0.16509186351706037,0.2769589475421444,0.4132041256987936
Inh L3-5 SST CDH3,0.15305629872599827,0.13415637860082305,0.10907997714761898,0.030167605142746426
Inh L3-5 SST GGTLC3,0.26371584525575625,0.27376825947016586,0.25205132387670787,0.038879608818567224
Inh L3-5 SST OR5AH1P,0.14753737398779238,0.1322314049586777,0.11917405671242891,0.030349976703201453
Inh L3-5 VIP HS3ST3A1,0.38084702042656865,0.19525925925925927,0.3093276894219266,0.0895346398165769
Inh L3-5 VIP IGDCC3,0.22968787385056283,0.16119658119658117,0.1732455323305676,0.03597189141537362
Inh L3-5 VIP TAC3,0.15052007214550242,0.21973530556636822,0.1370108723879772,0.03407146489389164
Inh L3-6 PAX6 LINC01497,0.44905871738583036,0.15476190476190474,0.30728944033283684,0.07883267910315442
Inh L3-6 VIP UG0898H09,0.2370745124484645,0.13384223918575064,0.18978068474482232,0.04667039704376295
Inh L3-6 VIP ZIM2-AS1,0.40541697130449,0.16803652968036528,0.28456604081228737,0.07291097893536845
Inh L5 PVALB LRIG3,0.19965725221538846,0.1583729529846804,0.1859320569242694,0.07947644919598056
Inh L5 SST RPL35AP11,0.2310306077285265,0.3157068062827225,0.22478982788376178,0.03192165151288676
Inh L5-6 LAMP5 CRABP1,0.5203282717953553,0.3595521849042976,0.45865146094738196,0.11090996390431786
Inh L5-6 PVALB FAM150B,0.3131798549348886,0.11651651651651651,0.2298916810978331,0.04918397004556014
Inh L5-6 PVALB GAPDHP60,0.32476097602435566,0.13285024154589373,0.23436964880048858,0.06278024833562677
Inh L5-6 PVALB KCNIP2,0.08677418239148552,0.10925925925925925,0.08480942668138954,0.08255543526315144
Inh L5-6 PVALB MEPE,0.2880121352915564,0.1455072463768116,0.2255204137141111,0.04229169999887724
Inh L5-6 PVALB SST CRHR2,0.22260911249008553,0.1324159021406728,0.1848482220979068,0.03792977762771999
Inh L5-6 PVALB ZFPM2-AS1,0.15274818868446524,0.14552989934872704,0.1483261022035765,0.08549262241711468
Inh L5-6 SST BEAN1,0.2865941824544438,0.07017543859649122,0.1425454127274882,0.03893791130897793
Inh L5-6 SST C4orf26,0.2299060425172549,0.08530465949820788,0.15503413434722574,0.12086338960591039
Inh L5-6 SST DNAJC14,0.24306050431050433,0.07809523809523809,0.14627930303839967,0.1028410631647934
Inh L5-6 SST FBN2,0.28664241437421883,0.1686666666666667,0.18466899000421536,0.03719075634681438
Inh L5-6 SST ISX,0.22150439532462324,0.16142131979695432,0.19012949063676501,0.03050137761664821
Inh L5-6 SST KLHL1,0.3601101360936659,0.150354609929078,0.2653496533489899,0.049650164075424434
Inh L5-6 SST PAWR,0.2572280619783576,0.140893470790378,0.2080367435629963,0.03545060385308473
Inh L5-6 SST PIK3CD,0.24553550721881717,0.17002583979328165,0.1922530136904501,0.04494783251181198
Inh L5-6 VIP COL4A3,0.2592057515702982,0.10636704119850186,0.1935226501344634,0.09718997031431419
Inh L6 SST TH,0.2660336368333366,0.073015873015873,0.16050902039877865,0.09926544007686532
Micro L1-6 TYROBP CD74,0.797570920062931,0.4814814814814815,0.6799175138387573,0.3174901200078696
OPC L1-6 PDGFRA COL20A1,0.7361907626968801,0.4365135453474676,0.6066648159058636,0.12647834776810077
Oligo L2-6 OPALIN FTH1P3,0.7946125729816035,0.7078260869565217,0.7718618769540295,0.253439065085894
Oligo L2-6 OPALIN MAP6D1,0.3047732609712281,0.18019801980198022,0.20086150456832427,0.0838741523869811
Oligo L3-6 OPALIN ENPP6,0.36887957627009726,0.3679750778816199,0.3574046193808971,0.342346909107469
Oligo L5-6 OPALIN LDLRAP1,0.75,0.16666666666666666,0.4162097162097162,0.6163010580054455
VLMC L1-5 PDGFRA COLEC12,0.782943342888995,0.43166666666666664,0.6334660802990902,0.33591810354194274
