clusterName,markerGene,score
Inh L5-6 SST KLHL1,KLHL14,0.6156716417910447
Inh L5-6 SST KLHL1,NDST4,0.6156716417910447
Inh L6 SST TH,TH,0.7407407407407407
Inh L6 SST TH,EPB41L4A,0.7407407407407407
Inh L5-6 PVALB KCNIP2,NPFFR2,0.6764705882352942
Inh L5-6 PVALB KCNIP2,VAV3,0.6764705882352942
Inh L5-6 PVALB KCNIP2,GPC5,0.6764705882352942
Inh L5-6 PVALB ZFPM2-AS1,ZFPM2-AS1,0.6425452276980661
Inh L5-6 PVALB ZFPM2-AS1,LYPD6,0.6425452276980661
Inh L5-6 PVALB ZFPM2-AS1,PAWR,0.6425452276980661
Inh L3-5 PVALB ISG20,LINC01193,0.5722070844686649
Inh L3-5 PVALB ISG20,SMOC2,0.5722070844686649
Inh L3-5 PVALB ISG20,LCNL1,0.5722070844686649
Inh L3-5 PVALB ISG20,SYT2,0.5722070844686649
Inh L5 PVALB LRIG3,PLCE1,0.7027992852888624
Inh L5 PVALB LRIG3,GPC5,0.7027992852888624
Inh L5 PVALB LRIG3,CDH6,0.7027992852888624
Inh L2-5 PVALB HHIPL1,MEPE,0.4844961240310077
Inh L2-5 PVALB HHIPL1,ADAMTS20,0.4844961240310077
Inh L2-5 PVALB HHIPL1,ADAMTS17,0.4844961240310077
Inh L2-5 PVALB RPH3AL,POSTN,0.656624179219776
Inh L2-5 PVALB RPH3AL,MYO5B,0.656624179219776
Inh L2-5 PVALB RPH3AL,ARHGAP42,0.656624179219776
Inh L3 PVALB SAMD13,HOMER3,0.7182783678032421
Inh L3 PVALB SAMD13,SULF1,0.7182783678032421
Inh L1-2 PVALB CDK20,ADAMTS12,0.504885993485342
Inh L1-2 PVALB CDK20,SYT10,0.504885993485342
Inh L1-2 PVALB CDK20,TMEM132C,0.504885993485342
Inh L1-2 PVALB CDK20,ANGPT1,0.504885993485342
Inh L2 PVALB FRZB,RGS5,0.46255506607929514
Inh L2 PVALB FRZB,CBLN4,0.46255506607929514
Inh L2 PVALB FRZB,SLC9A9,0.46255506607929514
Inh L1-2 SST CLIC6,TAC1,0.5581395348837209
Inh L1-2 SST CLIC6,BMP6,0.5581395348837209
Inh L1-2 SST CLIC6,ARHGAP42,0.5581395348837209
Inh L5-6 PVALB GAPDHP60,MYBPC1,0.6983240223463687
Inh L5-6 PVALB GAPDHP60,GPC5,0.6983240223463687
Inh L5-6 PVALB GAPDHP60,SEMA3C,0.6983240223463687
Inh L5-6 PVALB FAM150B,MYBPC1,0.576271186440678
Inh L5-6 PVALB FAM150B,TNC,0.576271186440678
Inh L5-6 PVALB FAM150B,TTN,0.576271186440678
Inh L5-6 PVALB MEPE,MEPE,0.5555555555555556
Inh L5-6 PVALB MEPE,COL27A1,0.5555555555555556
Inh L5-6 PVALB MEPE,MYBPC1,0.5555555555555556
Inh L1-6 PVALB COL15A1,COL15A1,0.8534136546184738
Inh L1-6 PVALB COL15A1,NPNT,0.8534136546184738
Exc L2 LAMP5 KCNG3,FAM163A,0.36906854130052724
Exc L2 LAMP5 KCNG3,IGFBP5,0.36906854130052724
Exc L2 LAMP5 KCNG3,SAMD3,0.36906854130052724
Exc L2 LAMP5 KCNG3,CCBE1,0.36906854130052724
Exc L2 LINC00507 ATP7B,ACVR1C,0.38095238095238093
Exc L2 LINC00507 ATP7B,PAMR1,0.38095238095238093
Exc L2 LINC00507 ATP7B,ATP7B,0.38095238095238093
Exc L2 LINC00507 GLRA3,LINC00507,0.7866864812586983
Exc L2 LINC00507 GLRA3,GLRA3,0.7866864812586983
Exc L2 LINC00507 GLRA3,SERPINE2,0.7866864812586983
Exc L2-3 RORB RTKN2,RMST,0.5470332850940666
Exc L2-3 RORB RTKN2,RORB,0.5470332850940666
Exc L2-3 RORB RTKN2,LAMA3,0.5470332850940666
Exc L2-3 RORB RTKN2,PCSK6,0.5470332850940666
Exc L2-3 RORB RTKN2,SEMA3A,0.5470332850940666
Exc L2-3 LINC00507 DSG3,ENPEP,0.5088028169014085
Exc L2-3 LINC00507 DSG3,BDNF,0.5088028169014085
Exc L2-3 LINC00507 DSG3,BMPR1B,0.5088028169014085
Exc L3 LAMP5 CARM1P1,BMPR1B,0.7194221300855144
Exc L3 LAMP5 CARM1P1,SYT2,0.7194221300855144
Exc L3 LAMP5 CARM1P1,SV2C,0.7194221300855144
Oligo L2-6 OPALIN MAP6D1,ENPP2,0.7506702412868632
Oligo L2-6 OPALIN MAP6D1,ST18,0.7506702412868632
Oligo L2-6 OPALIN MAP6D1,ART3,0.7506702412868632
Oligo L2-6 OPALIN MAP6D1,LINC01378,0.7506702412868632
Exc L2-3 RORB CCDC68,PRSS12,0.7853496910539984
Exc L2-3 RORB CCDC68,COBLL1,0.7853496910539984
Exc L2-3 RORB CCDC68,COL5A2,0.7853496910539984
Exc L2-3 RORB PTPN3,COBLL1,0.2041899980691253
Exc L2-3 RORB PTPN3,LAMA2,0.2041899980691253
Exc L2-3 RORB PTPN3,RORB,0.2041899980691253
Exc L3 THEMIS ENPEP,FAP,0.43147208121827413
Exc L3 THEMIS ENPEP,LAMA2,0.43147208121827413
Exc L3 THEMIS ENPEP,THEMIS,0.43147208121827413
Exc L3 THEMIS ENPEP,SYT2,0.43147208121827413
Exc L3-5 RORB TNNT2,FSHR,0.46084546084546085
Exc L3-5 RORB TNNT2,ITGA11,0.46084546084546085
Exc L3-5 RORB LAMA4,SLC17A6,0.3943217665615142
Exc L3-5 RORB LAMA4,KCNH8,0.3943217665615142
Exc L3-5 RORB LAMA4,TRPC3,0.3943217665615142
Exc L3-5 RORB LAMA4,CD163L1,0.3943217665615142
Exc L5 THEMIS VILL,TNC,0.6818181818181818
Exc L5 THEMIS VILL,ABCA1,0.6818181818181818
Exc L5 THEMIS VILL,DACH1,0.6818181818181818
Exc L3 RORB OTOGL,COL22A1,0.7077625570776256
Exc L3 RORB OTOGL,RMST,0.7077625570776256
Exc L3-5 RORB LINC01202,TPBG,0.5343213728549142
Exc L3-5 RORB LINC01202,TSHZ2,0.5343213728549142
Exc L5 THEMIS SLC22A18,TRABD2A,0.727176220806794
Exc L5 THEMIS SLC22A18,BTNL9,0.727176220806794
Exc L5 THEMIS SLC22A18,ADTRP,0.727176220806794
Exc L5-6 THEMIS TNFAIP6,THEMIS,0.5033252720677146
Exc L5-6 THEMIS TNFAIP6,COL24A1,0.5033252720677146
Exc L5-6 THEMIS TNFAIP6,HS3ST2,0.5033252720677146
Exc L5-6 THEMIS TNFAIP6,TPD52L1,0.5033252720677146
Exc L3-5 RORB LNX2,TLL1,0.7489422495741525
Exc L3-5 RORB LNX2,ARSJ,0.7489422495741525
Exc L3-5 RORB LNX2,RORB,0.7489422495741525
Exc L3-5 RORB RPRM,RPRM,0.5558517728605705
Exc L3-5 RORB RPRM,MKX,0.5558517728605705
Exc L5 RORB MED8,COL22A1,0.6449704142011834
Exc L5 RORB MED8,NPFFR2,0.6449704142011834
Exc L5 RORB MED8,DACH1,0.6449704142011834
Exc L5 THEMIS FGF10,BDNF,0.4226475279106858
Exc L5 THEMIS FGF10,NPFFR2,0.4226475279106858
Exc L5 THEMIS FGF10,PLEKHH2,0.4226475279106858
Exc L6 THEMIS LINC00343,LINC00343,0.5456212746446584
Exc L6 THEMIS LINC00343,DKK2,0.5456212746446584
Exc L6 THEMIS SLN,FAM163A,0.5846774193548387
Exc L6 THEMIS SLN,RMST,0.5846774193548387
Exc L6 THEMIS SLN,ITGA11,0.5846774193548387
Exc L6 THEMIS SLN,THEMIS,0.5846774193548387
Exc L6 THEMIS SNTG2,SH2D1B,0.49041297935103245
Exc L6 THEMIS SNTG2,LY86-AS1,0.49041297935103245
Exc L6 THEMIS SNTG2,DCHS2,0.49041297935103245
Exc L5-6 THEMIS SMYD1,ATP10A,0.8190954773869347
Exc L5-6 THEMIS SMYD1,STK32B,0.8190954773869347
Exc L5-6 FEZF2 OR1L8,LGR6,0.6389986824769434
Exc L5-6 FEZF2 OR1L8,CABP7,0.6389986824769434
Exc L5-6 FEZF2 OR1L8,SULF1,0.6389986824769434
Exc L5 THEMIS LINC01116,LINC01060,0.6406685236768802
Exc L5 THEMIS LINC01116,SYT2,0.6406685236768802
Exc L5 THEMIS LINC01116,DPP4,0.6406685236768802
Exc L5 THEMIS LINC01116,HCRTR2,0.6406685236768802
Exc L5 THEMIS RGPD6,DDR2,0.4898336414048059
Exc L5 THEMIS RGPD6,ITGA11,0.4898336414048059
Exc L5 THEMIS RGPD6,THEMIS,0.4898336414048059
Exc L5 THEMIS RGPD6,ADAMTSL1,0.4898336414048059
Exc L5-6 FEZF2 C9orf135-AS1,SULF1,0.6942645698427382
Exc L5-6 FEZF2 C9orf135-AS1,SEMA3E,0.6942645698427382
Exc L5-6 FEZF2 C9orf135-AS1,HS3ST4,0.6942645698427382
Exc L5-6 FEZF2 FILIP1L,MYBPC1,0.4020618556701031
Exc L5-6 FEZF2 FILIP1L,MCTP2,0.4020618556701031
Exc L5-6 FEZF2 FILIP1L,SULF1,0.4020618556701031
Exc L5-6 FEZF2 SH2D1B,OR51B5,0.4176904176904177
Exc L5-6 FEZF2 SH2D1B,MYBPC1,0.4176904176904177
Exc L5-6 FEZF2 SH2D1B,ADAMTSL1,0.4176904176904177
Exc L5-6 FEZF2 SH2D1B,PAPSS2,0.4176904176904177
Exc L6 FEZF2 PDYN,PDYN,0.6521739130434783
Exc L6 FEZF2 PDYN,GBP2,0.6521739130434783
Exc L6 FEZF2 FFAR4,ADD3-AS1,0.6040268456375839
Exc L6 FEZF2 FFAR4,FER1L6-AS2,0.6040268456375839
Exc L6 FEZF2 FFAR4,ERG,0.6040268456375839
Exc L6 FEZF2 PROKR2,SLITRK6,0.5113636363636364
Exc L6 FEZF2 PROKR2,HLA-B,0.5113636363636364
Exc L6 FEZF2 PROKR2,B2M,0.5113636363636364
Exc L5-6 FEZF2 CFTR,CLDN1,0.42338709677419356
Exc L5-6 FEZF2 CFTR,NR4A2,0.42338709677419356
