software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
4.1,author_cell_type,AII,7589,0.7630248406243131,0.9160728424386382,0.4573725128475425,486409,318,4118,3471,2,"['ENSG00000113504', 'ENSG00000128536']","['ENSG00000159251', 'ENSG00000113504', 'ENSG00000136205', 'ENSG00000138604', 'ENSG00000172403', 'ENSG00000128536', 'ENSG00000101463', 'ENSG00000237928', 'ENSG00000134215', 'ENSG00000228222']"
4.1,author_cell_type,AII*,1057,0.6567270145544906,0.8409090909090909,0.3500473036896878,493189,70,687,370,3,"['ENSG00000113504', 'ENSG00000132915', 'ENSG00000188107']","['ENSG00000113504', 'ENSG00000132915', 'ENSG00000130561', 'ENSG00000188107', 'ENSG00000042781', 'ENSG00000162946', 'ENSG00000198691', 'ENSG00000261873', 'ENSG00000258776', 'ENSG00000165588']"
4.1,author_cell_type,BB,2931,0.8460388639760837,0.956081081081081,0.579324462640737,491307,78,1233,1698,2,"['ENSG00000250971', 'ENSG00000113262']","['ENSG00000250971', 'ENSG00000215474', 'ENSG00000147257', 'ENSG00000151012', 'ENSG00000070159', 'ENSG00000113262', 'ENSG00000134160', 'ENSG00000183662', 'ENSG00000156395', 'ENSG00000170624']"
4.1,author_cell_type,CAI,450,0.7334525939177102,0.9820359281437125,0.36444444444444446,493863,3,286,164,3,"['ENSG00000123243', 'ENSG00000224141', 'ENSG00000158816']","['ENSG00000270321', 'ENSG00000070193', 'ENSG00000123243', 'ENSG00000224141', 'ENSG00000158816', 'ENSG00000225206', 'ENSG00000180176', 'ENSG00000188641', 'ENSG00000165646', 'ENSG00000171094']"
