,0
GABAergic amacrine cell,7
H1 horizontal cell,1
H2 horizontal cell,5
Mueller cell,11
S cone cell,17
amacrine cell,3
astrocyte,9
glycinergic amacrine cell,3
microglial cell,0
midget ganglion cell of retina,168
parasol ganglion cell of retina,208
retinal bipolar neuron,3
retinal cone cell,8
retinal ganglion cell,177
retinal pigment epithelial cell,1
retinal rod cell,13
rod bipolar cell,26
starburst amacrine cell,7
