,0
GABAergic amacrine cell,147
H1 horizontal cell,69
H2 horizontal cell,155
Mueller cell,242
S cone cell,264
amacrine cell,23
astrocyte,135
glycinergic amacrine cell,24
microglial cell,52
midget ganglion cell of retina,5534
parasol ganglion cell of retina,6612
retinal bipolar neuron,45
retinal cone cell,98
retinal ganglion cell,5859
retinal pigment epithelial cell,49
retinal rod cell,136
rod bipolar cell,487
starburst amacrine cell,131
