clusterName,markerGene,onTarget_per_gene,onTarget
Alveolar Mph CCL3+,ENSG00000243961,0.3145071,0.27937537
Alveolar Mph CCL3+,ENSG00000224397,0.17757237,0.27937537
Alveolar Mph MT-positive,ENSG00000256948,0.35528585,0.22234145
Alveolar Mph MT-positive,ENSG00000204387,0.08939703,0.22234145
Alveolar Mph proliferating,ENSG00000197989,1.0,0.31554738
Alveolar Mph proliferating,ENSG00000225733,0.42204803,0.31554738
Alveolar Mph proliferating,ENSG00000256948,0.2090467,0.31554738
Alveolar Mph proliferating,ENSG00000222041,0.09323142,0.31554738
Monocyte-derived Mph,ENSG00000224397,0.1586945,0.1586945
Interstitial Mph perivascular,ENSG00000153113,0.026960406,0.026960406
Classical monocytes,ENSG00000177410,0.027300155,0.025833996
Classical monocytes,ENSG00000153113,0.024367837,0.025833996
Non-classical monocytes,ENSG00000224397,0.14464322,0.08597857
Non-classical monocytes,ENSG00000177410,0.027313914,0.08597857
Mast cells,ENSG00000267519,0.60024667,0.31554884
Mast cells,ENSG00000269893,0.03085103,0.31554884
